2,yes
0.61985384826327294,0.18121099309877742,0.11909366209110307
-0.87474871846860824,-0.63346480192738441,-0.23722045054487814
-0.46803173337365356,1.5826257103586652,-0.85131037496862516
-1.0770832864434601,-1.6903501075798035,1.1429239619215237
-0.8966969270618258,0.68772066955566014,-0.099131703804675161
-4.0799297876014666,-0.64974849807381796,0.021789772386112054
0.16988972955800496,0.13609586185273878,-0.0041253356589546842
1.0966737093179006,0.21580507234783269,-0.078244410071205583
-1.4392079428615967,0.98104268325096988,-0.06235184194905502
-13.370912791472799,0.91154295226282211,0.032694730948759784
-11.986390633343767,4.0609680202461256,-0.00090624879267649997
5.6692003210370077,0.90743243280369279,-0.10529995304778496
-0.13222307866734448,-0.037911794653059827,-0.0069650227915132668
-0.59114605234699191,0.021815603077121597,0.10332353659302529
0.38585139265414659,0.19915762674204224,-0.014034180667712851
11.633528233631848,-1.8135552809083419,0.0854785162940285
1.6971548063832511,0.34454433630726411,0.0016364330535018046
14.375111593578126,-1.7018729855235153,0.20185167874256704
-1.4326485602390568,-1.199490931089531,-0.090510513851748922
0.89259801368751246,-0.60201499147856141,0.20039181230307579
0.096425015612240136,-0.18965894165334352,0.48312106703012569
3.048202157598555,1.3268770539006609,-1.4705175992111337
0.08970491994194868,-0.58967263599886,0.015231795382919891
4.7252180745358396,1.6507343489568898,0.13273425743884446
2.5357551797679516,0.15140652817891698,-0.031772053601706422
-0.18771105814577976,0.24604084902440149,-0.023845896689931964
2.7575615566336675,-7.628555857463124,5.6018733514389245
-63.83711337610513,3.0604543354666953,-0.040173719444645525
77.511794615219102,10.389397668294075,0.28387918386331901
-2.5789621056055303,1.0694161553489445,-0.0852369931949193
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
